reflector_ip,ip_version,offset,description,country_code,country_name,region,sub_region
41.185.120.102,4,0,1-grid.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.78.53,4,-1,1-ltc.com,ZA,South Africa,Africa,Sub-Saharan Africa
155.159.236.126,4,-3,100renli.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.20.8,4,3,13625777838.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.20.170,4,19,13baba.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.40.200,4,25,170bd.com,ZA,South Africa,Africa,Sub-Saharan Africa
155.159.236.112,4,-3,178o2o.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.62.45,4,34,19809999.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.76.110.117,4,23,1nongwang.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.134.250,4,9,247goods4u.com,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.187.232,4,-21080,263chat.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.35.99,4,15,2mihan.com,ZA,South Africa,Africa,Sub-Saharan Africa
197.242.150.247,4,3,3d-car-shows.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.204.3,4,4,4q8.cn,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.60.56,4,34,5134cy.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.18.136,4,14,524255.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.57.60,4,35,58hmfc.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.191.212,4,17,83164.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.6.168,4,6,8ut.cn,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.52.232,4,5,92zyb.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.40.197,4,23,95fanxin.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.166.57,4,-1,999ems.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.216.87,4,4,99xinfang.com,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.12.179,4,4,aadexpo.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
102.218.215.114,4,618,abiastateuniversity.edu.ng,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.138.229,4,51,adams.africa,ZA,South Africa,Africa,Sub-Saharan Africa
196.216.2.36,4,78,afnog.org,ZA,South Africa,Africa,Sub-Saharan Africa
41.203.18.6,4,7,africanminds.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.136.14,4,4,africanofilter.org,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.165.58,4,3,afrikabotanicals.com,ZA,South Africa,Africa,Sub-Saharan Africa
196.216.3.4,4,-231,afrinic.net,ZA,South Africa,Africa,Sub-Saharan Africa
41.185.65.152,4,10,agriorbit.com,ZA,South Africa,Africa,Sub-Saharan Africa
196.22.142.106,4,5,aha.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.60.53,4,35,ahdaosheng.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.243.158,4,4,ahjhyy.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.24.129,4,21,ahlsn.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.155.172,4,6,ahmaoshun.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.214.66,4,7,ahxcjj.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.134.249,4,1,aicheyoudao.com,ZA,South Africa,Africa,Sub-Saharan Africa
41.204.202.5,4,4,aidc.org.za,ZA,South Africa,Africa,Sub-Saharan Africa
155.159.128.196,4,8,aklsgjhio.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.72.67,4,20,alfares-egy.com,ZA,South Africa,Africa,Sub-Saharan Africa
196.22.132.230,4,2,algoafm.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
66.22.96.29,4,7,allangray.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
102.130.125.200,4,966,alu-cab.com,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.10.89,4,27,amabhungane.org,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.5.196,4,0,amassvip.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.176.20,4,9,an620.com,ZA,South Africa,Africa,Sub-Saharan Africa
156.38.133.2,4,17,ananzi.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
197.242.144.253,4,1064,anceasterncape.org.za,ZA,South Africa,Africa,Sub-Saharan Africa
168.76.27.225,4,10,anvanshop.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.78.45,4,-4,anyushi.com,ZA,South Africa,Africa,Sub-Saharan Africa
155.159.237.112,4,-4,aotumama.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.40.194,4,25,app269.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.133.33,4,31,applexin.com,ZA,South Africa,Africa,Sub-Saharan Africa
102.130.115.60,4,4354,art2zenga.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.138.100,4,13,artefacts.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.36.227,4,27,artwork-gz.com,ZA,South Africa,Africa,Sub-Saharan Africa
41.203.18.191,4,3,assaf.org.za,ZA,South Africa,Africa,Sub-Saharan Africa
160.119.248.51,4,12,assignmenthelp.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
196.21.185.104,4,-20,astro4dev.org,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.14.97,4,3,atomtraining.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
156.38.230.157,4,36,auditexcel.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.138.180,4,4,autozone.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
156.38.250.207,4,46,awieforum.org,ZA,South Africa,Africa,Sub-Saharan Africa
168.76.97.239,4,29,azdagir.com,ZA,South Africa,Africa,Sub-Saharan Africa
196.22.132.29,4,4,azura-retreats.com,ZA,South Africa,Africa,Sub-Saharan Africa
102.209.85.90,4,9,b4i.travel,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.40.42,4,7,baojie8755.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.224.115,4,10,baoliaotai.cn,ZA,South Africa,Africa,Sub-Saharan Africa
41.203.18.189,4,6,barloworld.com,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.243.181,4,11,bashewa.com,ZA,South Africa,Africa,Sub-Saharan Africa
196.22.142.125,4,6,basketofhope.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.138.186,4,10,bayharbour.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.18.132,4,78,bbpdz.com,ZA,South Africa,Africa,Sub-Saharan Africa
102.130.117.180,4,483,belahost.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
196.22.132.7,4,6,bellevuestellenbosch.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
41.185.8.119,4,-7,bestmeatbutchery.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.127.240,4,32,bhqxsw.cn,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.2.130,4,4,biggameparks.org,ZA,South Africa,Africa,Sub-Saharan Africa
156.38.250.151,4,7,birdlife.org.za,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.78.42,4,-4,bj-hanyu.com,ZA,South Africa,Africa,Sub-Saharan Africa
160.124.205.146,4,0,bj-hshzjk.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.62.46,4,33,bjzyckj.com,ZA,South Africa,Africa,Sub-Saharan Africa
154.0.166.15,4,5,blackbookmedia.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
196.40.97.159,4,3,blacksash.org.za,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.2.34,4,7,blockchainafrica.co,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.10.164,4,7,bloemfonteincourant.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
41.203.16.29,4,42,bloodlions.org,ZA,South Africa,Africa,Sub-Saharan Africa
154.0.160.152,4,17,blue-chip.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
66.22.96.118,4,8,bluetrain.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.61.38,4,7,blytea.com,ZA,South Africa,Africa,Sub-Saharan Africa
197.234.132.100,4,1,bmc.org.za,ZA,South Africa,Africa,Sub-Saharan Africa
155.159.236.121,4,-1,bokexiaozhen.com,ZA,South Africa,Africa,Sub-Saharan Africa
168.76.100.26,4,27,bolaeuro2016.com,ZA,South Africa,Africa,Sub-Saharan Africa
156.38.230.130,4,248,bookdash.org,ZA,South Africa,Africa,Sub-Saharan Africa
164.160.89.122,4,18,boschrivierwines.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
197.221.10.201,4,4,boston.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
160.119.253.34,4,384474,bot-tz.org,ZA,South Africa,Africa,Sub-Saharan Africa
160.121.79.57,4,1,bowingroup.com,ZA,South Africa,Africa,Sub-Saharan Africa
129.232.243.154,4,9,brabys.com,ZA,South Africa,Africa,Sub-Saharan Africa
196.22.132.181,4,6,brainsurgeonsdiet.com,ZA,South Africa,Africa,Sub-Saharan Africa
197.189.229.58,4,9,bubblegumclub.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
160.119.101.164,4,4,buildcoza.co.za,ZA,South Africa,Africa,Sub-Saharan Africa
168.206.176.24,4,5,bykstudio.com,ZA,South Africa,Africa,Sub-Saharan Africa
